number,timeSent,sourceIP,destIP,protocol,length,info,danger
50897,813.4014854,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=45880, ID=9bba) [Reassembled in #50910]",yes
50898,813.4014854,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=47360, ID=9bba) [Reassembled in #50910]",yes
50899,813.4014855,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=48840, ID=9bba) [Reassembled in #50910]",yes
50900,813.4014855,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=50320, ID=9bba) [Reassembled in #50910]",yes
50901,813.4014855,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=51800, ID=9bba) [Reassembled in #50910]",yes
50902,813.4014993,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=53280, ID=9bba) [Reassembled in #50910]",yes
50903,813.4014993,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=54760, ID=9bba) [Reassembled in #50910]",yes
50904,813.4014993,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=56240, ID=9bba) [Reassembled in #50910]",yes
50905,813.4014993,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=57720, ID=9bba) [Reassembled in #50910]",yes
50906,813.4014994,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=59200, ID=9bba) [Reassembled in #50910]",yes
50907,813.4014994,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=60680, ID=9bba) [Reassembled in #50910]",yes
50908,813.4014994,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=62160, ID=9bba) [Reassembled in #50910]",yes
50909,813.4014994,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=63640, ID=9bba) [Reassembled in #50910]",yes
50910,813.4015109,192.168.1.141,192.168.1.129,ICMP,422,"Echo (ping) request  id=0x0001, seq=516/1026, ttl=128 (reply in 51001)",no
50911,813.4015568,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=0, ID=1ebd) [Reassembled in #51001]",yes
50913,813.4016162,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=1480, ID=1ebd) [Reassembled in #51001]",yes
50914,813.4016218,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=2960, ID=1ebd) [Reassembled in #51001]",yes
50917,813.4016677,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=0, ID=94a0) [Reassembled in #51011]",yes
50918,813.4016964,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=4440, ID=1ebd) [Reassembled in #51001]",yes
50919,813.4016971,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=5920, ID=1ebd) [Reassembled in #51001]",yes
50920,813.4016975,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=7400, ID=1ebd) [Reassembled in #51001]",yes
50921,813.4016977,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=8880, ID=1ebd) [Reassembled in #51001]",yes
50922,813.4017243,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=10360, ID=1ebd) [Reassembled in #51001]",yes
50923,813.4017623,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=1480, ID=94a0) [Reassembled in #51011]",yes
50924,813.4017624,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=2960, ID=94a0) [Reassembled in #51011]",yes
50925,813.401769,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=11840, ID=1ebd) [Reassembled in #51001]",yes
50926,813.4017694,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=13320, ID=1ebd) [Reassembled in #51001]",yes
50927,813.4017698,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=14800, ID=1ebd) [Reassembled in #51001]",yes
50928,813.4017703,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=16280, ID=1ebd) [Reassembled in #51001]",yes
50929,813.4017705,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=17760, ID=1ebd) [Reassembled in #51001]",yes
50930,813.4017763,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=19240, ID=1ebd) [Reassembled in #51001]",yes
50931,813.4017985,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=4440, ID=94a0) [Reassembled in #51011]",yes
50932,813.4017985,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=5920, ID=94a0) [Reassembled in #51011]",yes
50933,813.4017985,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=7400, ID=94a0) [Reassembled in #51011]",yes
50934,813.4017985,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=8880, ID=94a0) [Reassembled in #51011]",yes
50936,813.4018439,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=10360, ID=94a0) [Reassembled in #51011]",yes
50937,813.4018554,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=20720, ID=1ebd) [Reassembled in #51001]",yes
50938,813.401856,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=22200, ID=1ebd) [Reassembled in #51001]",yes
50939,813.4018563,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=23680, ID=1ebd) [Reassembled in #51001]",yes
50940,813.4018607,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=25160, ID=1ebd) [Reassembled in #51001]",yes
50941,813.4019342,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=11840, ID=94a0) [Reassembled in #51011]",yes
50943,813.4019343,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=13320, ID=94a0) [Reassembled in #51011]",yes
50945,813.4019343,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=14800, ID=94a0) [Reassembled in #51011]",yes
50946,813.4019344,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=16280, ID=94a0) [Reassembled in #51011]",yes
50947,813.4019344,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=17760, ID=94a0) [Reassembled in #51011]",yes
50948,813.4019344,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=19240, ID=94a0) [Reassembled in #51011]",yes
50949,813.4019423,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=20720, ID=94a0) [Reassembled in #51011]",yes
50950,813.4019663,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=26640, ID=1ebd) [Reassembled in #51001]",yes
50951,813.401967,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=28120, ID=1ebd) [Reassembled in #51001]",yes
50952,813.4019674,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=29600, ID=1ebd) [Reassembled in #51001]",yes
50953,813.4019677,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=31080, ID=1ebd) [Reassembled in #51001]",yes
50954,813.4019709,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=32560, ID=1ebd) [Reassembled in #51001]",yes
50955,813.4019762,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=22200, ID=94a0) [Reassembled in #51011]",yes
50956,813.4019848,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=34040, ID=1ebd) [Reassembled in #51001]",yes
50957,813.4019892,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=35520, ID=1ebd) [Reassembled in #51001]",yes
50958,813.4020151,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=23680, ID=94a0) [Reassembled in #51011]",yes
50959,813.4020151,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=25160, ID=94a0) [Reassembled in #51011]",yes
50961,813.4020236,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=37000, ID=1ebd) [Reassembled in #51001]",yes
50962,813.4020241,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=38480, ID=1ebd) [Reassembled in #51001]",yes
50963,813.4020271,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=39960, ID=1ebd) [Reassembled in #51001]",yes
50964,813.4020738,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=26640, ID=94a0) [Reassembled in #51011]",yes
50965,813.4020739,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=28120, ID=94a0) [Reassembled in #51011]",yes
50966,813.4021103,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=41440, ID=1ebd) [Reassembled in #51001]",yes
50967,813.4021713,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=42920, ID=1ebd) [Reassembled in #51001]",yes
50968,813.4021783,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=29600, ID=94a0) [Reassembled in #51011]",yes
50969,813.4021783,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=31080, ID=94a0) [Reassembled in #51011]",yes
50970,813.4021783,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=32560, ID=94a0) [Reassembled in #51011]",yes
50971,813.4021783,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=34040, ID=94a0) [Reassembled in #51011]",yes
50972,813.4021784,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=35520, ID=94a0) [Reassembled in #51011]",yes
50973,813.4021784,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=37000, ID=94a0) [Reassembled in #51011]",yes
50974,813.4021784,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=38480, ID=94a0) [Reassembled in #51011]",yes
50975,813.4021784,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=39960, ID=94a0) [Reassembled in #51011]",yes
50977,813.4021857,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=41440, ID=94a0) [Reassembled in #51011]",yes
50978,813.4021857,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=42920, ID=94a0) [Reassembled in #51011]",yes
50980,813.4022003,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=44400, ID=1ebd) [Reassembled in #51001]",yes
50981,813.4022008,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=45880, ID=1ebd) [Reassembled in #51001]",yes
50982,813.4022011,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=47360, ID=1ebd) [Reassembled in #51001]",yes
50983,813.4022014,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=48840, ID=1ebd) [Reassembled in #51001]",yes
50984,813.4022016,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=50320, ID=1ebd) [Reassembled in #51001]",yes
50985,813.4022022,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=51800, ID=1ebd) [Reassembled in #51001]",yes
50986,813.4022053,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=53280, ID=1ebd) [Reassembled in #51001]",yes
50987,813.4022269,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=44400, ID=94a0) [Reassembled in #51011]",yes
50988,813.4022269,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=45880, ID=94a0) [Reassembled in #51011]",yes
50989,813.4022465,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=54760, ID=1ebd) [Reassembled in #51001]",yes
50990,813.4022495,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=56240, ID=1ebd) [Reassembled in #51001]",yes
50991,813.4022549,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=47360, ID=94a0) [Reassembled in #51011]",yes
50993,813.4022614,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=57720, ID=1ebd) [Reassembled in #51001]",yes
50994,813.402264,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=59200, ID=1ebd) [Reassembled in #51001]",yes
50995,813.4022859,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=48840, ID=94a0) [Reassembled in #51011]",yes
50996,813.4023213,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=60680, ID=1ebd) [Reassembled in #51001]",yes
50997,813.4023284,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=50320, ID=94a0) [Reassembled in #51011]",yes
50998,813.4023284,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=51800, ID=94a0) [Reassembled in #51011]",yes
50999,813.4024087,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=62160, ID=1ebd) [Reassembled in #51001]",yes
51000,813.4024109,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=63640, ID=1ebd) [Reassembled in #51001]",yes
51001,813.4024169,192.168.1.129,192.168.1.141,ICMP,422,"Echo (ping) reply    id=0x0001, seq=516/1026, ttl=64 (request in 50910)",no
51002,813.4024291,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=53280, ID=94a0) [Reassembled in #51011]",yes
51003,813.4024291,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=54760, ID=94a0) [Reassembled in #51011]",yes
51004,813.4024292,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=56240, ID=94a0) [Reassembled in #51011]",yes
51005,813.4024292,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=57720, ID=94a0) [Reassembled in #51011]",yes
51007,813.4024292,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=59200, ID=94a0) [Reassembled in #51011]",yes
51008,813.4024293,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=60680, ID=94a0) [Reassembled in #51011]",yes
51009,813.4024293,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=62160, ID=94a0) [Reassembled in #51011]",yes
51010,813.4024421,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=63640, ID=94a0) [Reassembled in #51011]",yes
51011,813.4024422,192.168.1.129,192.168.1.141,ICMP,422,"Echo (ping) reply    id=0x0001, seq=516/1026, ttl=64",no
52771,814.4051894,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=0, ID=9bbb) [Reassembled in #52815]",yes
52772,814.4051895,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=1480, ID=9bbb) [Reassembled in #52815]",yes
52773,814.4051895,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=2960, ID=9bbb) [Reassembled in #52815]",yes
52774,814.4051895,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=4440, ID=9bbb) [Reassembled in #52815]",yes
52775,814.4051895,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=5920, ID=9bbb) [Reassembled in #52815]",yes
52776,814.4051895,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=7400, ID=9bbb) [Reassembled in #52815]",yes
52777,814.4051896,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=8880, ID=9bbb) [Reassembled in #52815]",yes
52778,814.4051896,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=10360, ID=9bbb) [Reassembled in #52815]",yes
52779,814.4052017,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=11840, ID=9bbb) [Reassembled in #52815]",yes
52780,814.4052017,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=13320, ID=9bbb) [Reassembled in #52815]",yes
52781,814.4052018,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=14800, ID=9bbb) [Reassembled in #52815]",yes
52782,814.4052018,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=16280, ID=9bbb) [Reassembled in #52815]",yes
52783,814.4052018,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=17760, ID=9bbb) [Reassembled in #52815]",yes
52784,814.4052018,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=19240, ID=9bbb) [Reassembled in #52815]",yes
52785,814.4052018,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=20720, ID=9bbb) [Reassembled in #52815]",yes
52786,814.4052019,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=22200, ID=9bbb) [Reassembled in #52815]",yes
52787,814.4052204,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=23680, ID=9bbb) [Reassembled in #52815]",yes
52788,814.4052204,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=25160, ID=9bbb) [Reassembled in #52815]",yes
52789,814.4052205,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=26640, ID=9bbb) [Reassembled in #52815]",yes
52790,814.4052205,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=28120, ID=9bbb) [Reassembled in #52815]",yes
52791,814.4052205,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=29600, ID=9bbb) [Reassembled in #52815]",yes
52792,814.4052205,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=31080, ID=9bbb) [Reassembled in #52815]",yes
52793,814.4052205,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=32560, ID=9bbb) [Reassembled in #52815]",yes
52794,814.4052206,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=34040, ID=9bbb) [Reassembled in #52815]",yes
52795,814.4052252,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=35520, ID=9bbb) [Reassembled in #52815]",yes
52796,814.4052252,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=37000, ID=9bbb) [Reassembled in #52815]",yes
52797,814.4052252,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=38480, ID=9bbb) [Reassembled in #52815]",yes
52798,814.4052252,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=39960, ID=9bbb) [Reassembled in #52815]",yes
52799,814.4052253,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=41440, ID=9bbb) [Reassembled in #52815]",yes
52800,814.4052253,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=42920, ID=9bbb) [Reassembled in #52815]",yes
52801,814.4052253,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=44400, ID=9bbb) [Reassembled in #52815]",yes
52802,814.4052253,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=45880, ID=9bbb) [Reassembled in #52815]",yes
52803,814.4052358,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=47360, ID=9bbb) [Reassembled in #52815]",yes
52804,814.4052358,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=48840, ID=9bbb) [Reassembled in #52815]",yes
52805,814.4052358,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=50320, ID=9bbb) [Reassembled in #52815]",yes
52806,814.4052358,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=51800, ID=9bbb) [Reassembled in #52815]",yes
52807,814.4052359,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=53280, ID=9bbb) [Reassembled in #52815]",yes
52808,814.4052359,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=54760, ID=9bbb) [Reassembled in #52815]",yes
52809,814.4052359,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=56240, ID=9bbb) [Reassembled in #52815]",yes
52810,814.4052359,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=57720, ID=9bbb) [Reassembled in #52815]",yes
52811,814.4052436,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=59200, ID=9bbb) [Reassembled in #52815]",yes
52812,814.4052436,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=60680, ID=9bbb) [Reassembled in #52815]",yes
52813,814.4052436,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=62160, ID=9bbb) [Reassembled in #52815]",yes
52814,814.4052436,192.168.1.141,192.168.1.129,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=63640, ID=9bbb) [Reassembled in #52815]",yes
52815,814.4052437,192.168.1.141,192.168.1.129,ICMP,422,"Echo (ping) request  id=0x0001, seq=517/1282, ttl=128 (reply in 52869)",no
52816,814.4052849,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=0, ID=1fb6) [Reassembled in #52869]",yes
52817,814.4052927,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=1480, ID=1fb6) [Reassembled in #52869]",yes
52818,814.4052952,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=2960, ID=1fb6) [Reassembled in #52869]",yes
52819,814.405298,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=4440, ID=1fb6) [Reassembled in #52869]",yes
52820,814.4053019,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=5920, ID=1fb6) [Reassembled in #52869]",yes
52821,814.4053047,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=7400, ID=1fb6) [Reassembled in #52869]",yes
52822,814.4053069,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=8880, ID=1fb6) [Reassembled in #52869]",yes
52823,814.4053091,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=10360, ID=1fb6) [Reassembled in #52869]",yes
52824,814.4053113,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=11840, ID=1fb6) [Reassembled in #52869]",yes
52825,814.4053879,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=13320, ID=1fb6) [Reassembled in #52869]",yes
52826,814.405393,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=14800, ID=1fb6) [Reassembled in #52869]",yes
52827,814.4053933,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=16280, ID=1fb6) [Reassembled in #52869]",yes
52828,814.4053936,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=17760, ID=1fb6) [Reassembled in #52869]",yes
52829,814.4053939,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=19240, ID=1fb6) [Reassembled in #52869]",yes
52830,814.4053942,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=20720, ID=1fb6) [Reassembled in #52869]",yes
52831,814.4053944,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=22200, ID=1fb6) [Reassembled in #52869]",yes
52832,814.4053977,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=23680, ID=1fb6) [Reassembled in #52869]",yes
52833,814.4054039,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=0, ID=94bd) [Reassembled in #52905]",yes
52834,814.405404,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=1480, ID=94bd) [Reassembled in #52905]",yes
52835,814.405404,192.168.1.129,192.168.1.141,IPv4,1514,"Fragmented IP protocol (proto=ICMP 1, off=2960, ID=94bd) [Reassembled in #52905]",yes
